"PassengerId","Family_name","first_name","Sex","Survived","Age","Ticket_class","Passenger.Crew","Citizenship","Position","Status","City","Lifeboat","Rescue.Vessel","Adult.Minor"
688,"Adams","Joan M.","female","no",2,"Second","Passenger","British","","Single","Edmonton","","","Minor"
689,"Aiston","Mr. Joseph","male","yes",20,"Second","Passenger","British","","","Brooklyn","","","Adult"
690,"Aitken","Crissy ""Chrissie"" Nicol Marshall Lizzie Stark","female","yes",16,"Second","Passenger","British","","Single","Merritt","Found Lifeboat","","Minor"
691,"Aitken","James Jarvie, Sr.","male","no",31,"Second","Passenger","British","","Widowed","Merritt","","","Adult"
692,"Aitken","James","male","no",59,"Second","Passenger","British","","Widowed","Merritt","","","Adult"
693,"Aitken","James Jarvie, Jr.","male","no",2,"Second","Passenger","British","","Single","Merritt","","","Minor"
694,"Allen","John","male","yes",NA,"Second","Passenger","British","","","Philadelphia","","","Adult"
695,"Amory","Alfred Howard (Phoebe Sledge)","female","yes",65,"Second","Passenger","British","","Married","Toronto","","","Adult"
696,"Anderson","Rowland (Emily Mary Pybus)","female","yes",26,"Second","Passenger","British","","Married","Bridgeport","Found Lifeboat","Found by Rescue Vessel","Adult"
697,"Anderson","Barbara Winifred","female","yes",2,"Second","Passenger","British","","Single","Bridgeport","Found Lifeboat","Found by Rescue Vessel","Minor"
698,"Anderson","George R. (Margaret Armstrong Scott)","female","no",30,"Second","Passenger","British","","","Pittsburgh","","","Adult"
699,"Armitage","Martin? (Florence Gertrude Burke Martin)","female","no",27,"Second","Passenger","British","","Married","New York","","","Adult"
700,"Arnott","Robert","male","no",NA,"Second","Passenger","British","","","Kearney","","","Adult"
701,"Arter","James Sydney","male","yes",33,"Second","Passenger","British","","","Seattle","","","Adult"
702,"Arthur","George Henry (Herbert?)","male","no",NA,"Second","Passenger","British","","","Minneapolis","","","Adult"
703,"Bailey","Walter George (William)","male","no",53,"Second","Passenger","British","","Married","Nelson","","","Adult"
704,"Bailey","Walter George (Jessie Annie Hanford)","female","no",45,"Second","Passenger","British","","Married","Nelson","","","Adult"
705,"Bailey","Ivy","female","no",15,"Second","Passenger","British","","Single","Nelson","","","Minor"
706,"Baker","Eva","female","no",NA,"Second","Passenger","British","","","New York","","","Adult"
707,"Bancroft","William Blanchard, Jr.","male","no",27,"Second","Passenger","USA","","Single","London","","","Adult"
708,"Barber","Constance","female","no",NA,"Second","Passenger","British","","","Winnipeg","","","Adult"
709,"Barbour","Bessie","female","yes",NA,"Second","Passenger","British","","","Victoria","","","Adult"
710,"Barchard","Edmund E.","male","no",39,"Second","Passenger","British","","","Columbus","","","Adult"
711,"Barker","Thomas (Martha Ann Bullock)","female","yes",39,"Second","Passenger","USA","","Married","Trenton","","","Adult"
712,"Barker","Winifred","female","no",9,"Second","Passenger","USA","","Single","Trenton","","","Minor"
713,"Barr","James (John)","male","no",NA,"Second","Passenger","British","","","Toronto","","","Adult"
714,"Barr","James (Catherine Symington Young)","female","no",40,"Second","Passenger","British","","Married","Toronto","","","Adult"
715,"Barrett","May","female","yes",25,"Second","Passenger","British","","Single","New York","","","Adult"
716,"Barry","Edward","male","yes",38,"Second","Passenger","British","","","New York","","","Adult"
717,"Bartlett","Edmund Thomas","male","yes",56,"Second","Passenger","British","","","New York","","","Adult"
718,"Baxter","William","male","no",NA,"Second","Passenger","British","","Married","Welland","","","Adult"
719,"Baxter","William","male","no",6,"Second","Passenger","British","","Single","Welland","","","Minor"
720,"Baxter","William (Annie E. Ripley)","female","yes",39,"Second","Passenger","British","","Married","Welland","","","Adult"
721,"Beattie","Allan Martin","male","yes",18,"Second","Passenger","British","","Single","Winnipeg","","","Adult"
722,"Beattie","James Anderson","male","no",53,"Second","Passenger","British","","Married","New York","","","Adult"
723,"Beattie","James Anderson (Margaret White Dall)","female","yes",55,"Second","Passenger","British","","Married","New York","","","Adult"
724,"Beattie","John A. (Grace S.)","female","no",NA,"Second","Passenger","British","","Married","Winnipeg","","","Adult"
725,"Beaumont","James","male","no",NA,"Second","Passenger","British","","","Winnipeg","","","Adult"
726,"Bilbrough","George William","male","yes",36,"Second","Passenger","British","","","Smith Falls","","Found by Rescue Vessel","Adult"
727,"Bingham","Alice Winifred","female","no",35,"Second","Passenger","British","","Single","Toronto","","","Adult"
728,"Birchall","Henry","male","yes",NA,"Second","Passenger","British","","","Roslyn","","","Adult"
729,"Bird","Lyndon (Rose Holloway)","female","no",36,"Second","Passenger","British","","Married","","","","Adult"
730,"Booth","John","male","no",35,"Second","Passenger","British","","","Alexandria","","","Adult"
731,"Booth","Nigel Frederick","male","yes",8,"Second","Passenger","British","","Single","Ottawa","","","Infant"
732,"Booth","Charles Harry (Emily Eliza Hadfield) ","female","no",30,"Second","Passenger","British","","Married","Ottawa","","","Adult"
733,"Booth-jones","Edward","male","no",38,"Second","Passenger","British","","Married","New York","","","Adult"
734,"Booth-jones","Percival","male","no",4,"Second","Passenger","British","","Single","New York","","","Minor"
735,"Booth-jones","Edward (Millichamp Jones)","female","no",25,"Second","Passenger","British","","Married","New York","","","Adult"
736,"Booth-jones","Ailsa Georgina","female","no",8,"Second","Passenger","British","","Single","New York","","","Minor"
737,"Bourke","Mabel Juliet (Mabel Juliet Kegaad)","female","no",NA,"Second","Passenger","British","","Married","Winnipeg","","","Adult"
738,"Boyd","Margaret L.","female","no",NA,"Second","Passenger","British","","Single","Hamilton","","","Adult"
739,"Braddick","Sidral William","male","no",32,"Second","Passenger","British","","","Minneapolis","","","Adult"
740,"Brammer","Richard H. (Elizabeth Jane Bott)","female","yes",32,"Second","Passenger","British","","Married","Trenton","","","Adult"
741,"Brammer","Edith","female","yes",8,"Second","Passenger","British","","Single","Trenton","","","Minor"
742,"Bretherton","Paul","male","yes",3,"Second","Passenger","USA","","Single","Santa Monica","Found Lifeboat","Found by Rescue Vessel","Minor"
743,"Bretherton","Cyril Herbert Emanuel (Norah Annie Keating)","female","yes",32,"Second","Passenger","USA","","Married","Santa Monica","Found Lifeboat","Found by Rescue Vessel","Adult"
744,"Bretherton","Elizabeth ""Betty""","female","no",15,"Second","Passenger","USA","","Single","Santa Monica","","","Infant"
745,"Brilly","Louis","male","no",43,"Second","Passenger","Italian","","Engaged","New York","","","Adult"
746,"Brown","Daniel Taylor","male","yes",43,"Second","Passenger","British","","","Los Angeles","","","Adult"
747,"Brownlie","Thomas","male","no",NA,"Second","Passenger","British","","Married","Freeport","","","Adult"
748,"Brownlie","Thomas (Margaret McKennon)","female","yes",41,"Second","Passenger","British","","Married","Freeport","","","Adult"
749,"Bryce","Hugh B.","male","yes",33,"Second","Passenger","British","","Married","Syracuse","","","Adult"
750,"Bryce","Hugh B. (Annabelle Anderson)","female","yes",33,"Second","Passenger","British","","Married","Syracuse","","","Adult"
751,"Buchanan","Mary","female","no",30,"Second","Passenger","British","","Single","Pottstown","","","Adult"
752,"Bull","John Henry (Elizabeth Farrar)","female","no",62,"Second","Passenger","British","","Married","Hamilton","","","Adult"
753,"Bullen","Henry Garnet","male","no",NA,"Second","Passenger","British","","","Winnipeg","","","Adult"
754,"Burdon","Robert P.","male","yes",14,"Second","Passenger","British","","Single","Winnipeg","Found Lifeboat","Found by Rescue Vessel","Infant"
755,"Burdon","Andrew Thompson (Ellen Mary Rickwood)","female","yes",24,"Second","Passenger","British","","Married","Winnipeg","Found Lifeboat","Found by Rescue Vessel","Adult"
756,"Burley","Reuben","male","no",39,"Second","Passenger","British","","Married","Hamilton","","","Adult"
757,"Burley","Reginald","male","no",NA,"Second","Passenger","British","","Single","Hamilton","","","Infant"
758,"Burley","Reuben (Florence Bull)","female","no",38,"Second","Passenger","British","","Married","Hamilton","","","Adult"
759,"Burley","Doris Florence","female","no",9,"Second","Passenger","British","","Single","Hamilton","","","Minor"
760,"Busvine","William Robert","male","no",34,"Second","Passenger","British","","","New York","","","Adult"
761,"Butler","Thomas O'Brien","male","no",43,"Second","Passenger","British","","","Ireland","","","Adult"
762,"Butler","W. (Margaret)","female","no",40,"Second","Passenger","British","","Married","Manchester  ","","","Adult"
763,"Butters","Margaret","female","no",39,"Second","Passenger","British","","Single","Toronto","","","Adult"
764,"Callan","Patrick","male","no",46,"Second","Passenger","USA","","","Chicago","","","Adult"
765,"Calterback","Alice Margaret (Kaltenbach?)","female","no",NA,"Second","Passenger","British","","Single","Toronto","","","Adult"
766,"Campbell","William","male","no",31,"Second","Passenger","British","","Married","Chicago","","","Adult"
767,"Campbell","Kennedy","male","no",NA,"Second","Passenger","British","","","Boston","","","Adult"
768,"Campbell","Ada Mena","female","yes",31,"Second","Passenger","British","","Single","New York","","","Adult"
769,"Campbell","William (Amy E. Oliver)","female","yes",33,"Second","Passenger","British","","Married","Chicago","","","Adult"
770,"Campbell","Christina ""Tina"" Fraser","female","no",NA,"Second","Passenger","British","","Single","Calgary","","","Adult"
771,"Candlish","Arthur","male","no",33,"Second","Passenger","USA","","Married","Pawtucket","","","Adult"
772,"Candlish","Arthur (Ellen Gardner)","female","yes",30,"Second","Passenger","USA","","Married","Pawtucket","","","Adult"
773,"Carson","Henrietta","female","no",19,"Second","Passenger","British","","Single","Sherbrooke","","","Adult"
774,"Catherwood","John","male","no",41,"Second","Passenger","USA","","Married","West Chester","","","Adult"
775,"Catherwood","John (Maria Carson)","female","no",40,"Second","Passenger","USA","","Married","West Chester","","","Adult"
776,"Cattley","Colin","male","no",NA,"Second","Passenger","British","","","Edmonton","","","Adult"
777,"Chalmers","Adam (Blanche Gregory)","female","no",NA,"Second","Passenger","British","","Married","Winnipeg","","","Adult"
778,"Chambers","Guy Winstaney P.","male","yes",36,"Second","Passenger","British","","Married","Boston","","","Adult"
779,"Chambers","Guy Winstaney P. (Ethel Paul)","female","no",30,"Second","Passenger","British","","Married","Boston","","","Adult"
780,"Chantry","Harold","male","no",22,"Second","Passenger","British","","Married","Nelson","","","Adult"
781,"Chantry","Harold (Mina)","female","no",21,"Second","Passenger","British","","Married","Nelson","","","Adult"
782,"Chantry","Elizabeth Ellen","female","no",3,"Second","Passenger","British","","Single","Nelson","","","Infant"
783,"Charles","Eleanor","female","no",NA,"Second","Passenger","British","","Single","New York","","","Adult"
784,"Chatt","Anna","female","no",NA,"Second","Passenger","British","","Single","New York","","","Adult"
785,"Chirgwin","Richard","male","no",NA,"Second","Passenger","British","","Single","Havana","","","Infant"
786,"Chirgwin","Frederick (Maud Gertrude Cox)","female","no",31,"Second","Passenger","British","","Married","Havana","","","Adult"
787,"Clarke","Francis William (Nore)","female","no",NA,"Second","Passenger","British","","Married","Toronto","","","Adult"
788,"Clay","Elizabeth Alice","female","no",44,"Second","Passenger","British","","Single","San Francisco","","","Adult"
789,"Clayton","William","male","no",NA,"Second","Passenger","British","","Married","Vancouver","","","Adult"
790,"Clayton","William (?)","female","no",NA,"Second","Passenger","British","","Married","Vancouver","","","Adult"
791,"Cockburn","Guy Rosebery","male","yes",31,"Second","Passenger","British","","","Pasadena","","","Adult"
792,"Colbert","William F.","male","no",51,"Second","Passenger","British","","Married","New York","","","Adult"
793,"Colbert","William F. (Helena M. Sherlock)","female","no",45,"Second","Passenger","British","","Married","New York","","","Adult"
794,"Coleman","Susan","female","yes",22,"Second","Passenger","British","","Single","Brooklyn","","","Adult"
795,"Collis","Edwin Martin","male","yes",38,"Second","Passenger","USA","","","Riverside","","","Adult"
796,"Condon","Terrence (Delia Josephine Doyle)","female","no",28,"Second","Passenger","USA","","Married","New York","","","Adult"
797,"Costello","Mary","female","no",NA,"Second","Passenger","British","","Single","New York","","","Adult"
798,"Cowper","Ernest Sedgwick","male","yes",32,"Second","Passenger","British","","Single","Toronto","Found Lifeboat","Found by Rescue Vessel","Adult"
799,"Cox","Desmond Francis","male","yes",17,"Second","Passenger","British","","Single","Winnipeg","Found Lifeboat","","Infant"
800,"Cox","Samuel J. (Margaret Elizabeth Robinson)","female","yes",27,"Second","Passenger","British","","Married","Winnipeg","Found Lifeboat","","Adult"
801,"Critchison","Stanley Lascelles","male","yes",31,"Second","Passenger","British","","Married","Hamilton","","Found by Rescue Vessel","Adult"
802,"Critchison","Bernard","male","no",13,"Second","Passenger","British","","Single","Hamilton","","","Infant"
803,"Critchison","Stanley Lascelles (Lilian Hayes)","female","no",NA,"Second","Passenger","British","","Married","Hamilton","","","Adult"
804,"Crosby","Ellen","female","no",36,"Second","Passenger","British","","Single","Vancouver","","","Adult"
805,"Crosby","Annie","female","no",NA,"Second","Passenger","British","","Single","Vancouver","","","Adult"
806,"Crossley","Cyrus","male","yes",37,"Second","Passenger","British","","Married","Toronto","","","Adult"
807,"Crossley","Cyrus (Sylvia Ellen Milsom)","female","yes",34,"Second","Passenger","British","","Married","Toronto","","","Adult"
808,"Dale","William","male","no",31,"Second","Passenger","British","","","Toronto","","","Adult"
809,"Dalrymple","David","male","yes",32,"Second","Passenger","British","","","Hoboken","","","Adult"
810,"Davies","George F.","male","no",43,"Second","Passenger","British","","","","","","Adult"
811,"Davis","Anna (Anna John)","female","no",52,"Second","Passenger","USA","","Married","Welland","","","Adult"
812,"De broissierre","Etienne T.","male","no",NA,"Second","Passenger","Belgian","","","San Francisco","","","Adult"
813,"Dewhurst","William","male","no",NA,"Second","Passenger","British","","","Fall River","","","Adult"
814,"Dingley","Edward (Katherine S. Glenn)","female","no",40,"Second","Passenger","British","","Married","New York","","","Adult"
815,"Dixon","Arthur","male","no",NA,"Second","Passenger","British","","Married","England","","","Adult"
816,"Dixon","Stanley","male","no",6,"Second","Passenger","British","","Single","England","","","Minor"
